순,이름,팀/포지션,정렬용,타석,RAA도루,도루,도실,도루%,도루기회,도루시도%,도루상황_좌,도루상황_2,도루상황_3,도루상황_4,도실상황_좌,도실상황_2,도실상황_3,도실상황_4,도루%상황_좌,도루%상황_2,도루%상황_3,도루%상황_4,무관심도루,견제아웃,폭투진루,포일진루,견제실책
,오장한,23NRF, -0.01 , 8 , -0.01 , 0 , 0 ,  , 3 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,송준석,23삼LF, -0.01 , 8 , -0.01 , 0 , 0 ,  , 2 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,김도환,23삼C, -0.01 , 8 , -0.01 , 0 , 0 ,  , 3 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,유상빈,23한DH, -0.01 , 8 , -0.01 , 0 , 0 ,  , 2 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,서예일,23두2B, -0.01 , 10 , -0.01 , 0 , 0 ,  , 3 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,이흥련,23SC, -0.01 , 17 , -0.01 , 0 , 0 ,  , 2 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,김상민,23삼LF, -0.01 , 13 , -0.01 , 0 , 0 ,  , 5 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,박주찬,23N3B, -0.01 , 14 , -0.01 , 0 , 0 ,  , 3 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,김건,23한DH, -0.01 , 12 , -0.01 , 0 , 0 ,  , 3 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,김범석,23L1B, -0.01 , 29 , -0.01 , 0 , 0 ,  , 5 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,김병휘,23키2B, -0.01 , 21 , -0.01 , 0 , 0 ,  , 3 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
207,이주형,23L키CF, -0.01 , 243 , -0.01 , 3 , 1 , 75.0 , 107 , 3.7 , 1 , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 100.0 , 66.7 , 100.0 ,  , 0 , 1 , 1 , 1 , 1 
208,이천웅,23L, -0.01 , 3 , -0.01 , 0 , 0 ,  , 3 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,박정우,23KRF, -0.01 , 12 , -0.01 , 0 , 0 ,  , 13 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 0 , 0 
,김주성,23LSS, -0.01 , 7 , -0.01 , 0 , 0 ,  , 9 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,손민석,23K2B, -0.01 , 12 , -0.01 , 0 , 0 ,  , 6 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,이태훈,23삼1B, -0.01 , 14 , -0.01 , 0 , 0 ,  , 7 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,박준태,23키RF, -0.01 , 15 , -0.01 , 0 , 0 ,  , 8 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,이성곤,23한DH, -0.01 , 16 , -0.01 , 0 , 0 ,  , 5 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,신준우,23키SS, -0.01 , 19 , -0.01 , 0 , 0 ,  , 8 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
216,홍종표,23K2B, -0.01 , 12 , -0.01 , 0 , 0 ,  , 26 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 1 , 0 
,국해성,23롯DH, -0.01 , 10 , -0.01 , 0 , 0 ,  , 4 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,장운호,23한RF, -0.01 , 11 , -0.01 , 0 , 0 ,  , 4 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,김건희,23키1B, -0.01 , 13 , -0.01 , 0 , 0 ,  , 4 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,김재상,23삼, -0.01 , 22 , -0.01 , 0 , 0 ,  , 7 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,김수윤,23N3B, -0.01 , 15 , -0.01 , 0 , 0 ,  , 5 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,이병규,23키1B, -0.01 , 17 , -0.01 , 0 , 0 ,  , 6 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,서동욱,23롯RF, -0.01 , 20 , -0.01 , 0 , 0 ,  , 5 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,류현인,23K3B, -0.01 , 24 , -0.01 , 0 , 0 ,  , 10 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,김석환,23K1B, -0.01 , 26 , -0.01 , 0 , 0 ,  , 6 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,주효상,23KC, -0.01 , 36 , -0.01 , 0 , 0 ,  , 6 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
227,이재원,23SC, -0.01 , 48 , -0.01 , 0 , 0 ,  , 6 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
228,박한결,23NLF, -0.02 , 18 , -0.02 , 0 , 0 ,  , 7 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,오선우,23K1B, -0.02 , 31 , -0.02 , 0 , 0 ,  , 9 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,하주석,23한SS, -0.02 , 38 , -0.02 , 0 , 0 ,  , 12 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,공민규,23삼3B, -0.02 , 33 , -0.02 , 0 , 0 ,  , 8 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,예진원,23키LF, -0.02 , 36 , -0.02 , 0 , 0 ,  , 10 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
233,강민성,23K3B, -0.02 , 27 , -0.02 , 0 , 0 ,  , 9 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,박대온,23NC, -0.02 , 27 , -0.02 , 0 , 0 ,  , 9 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,최보성,23N3B, -0.02 , 21 , -0.02 , 0 , 0 ,  , 7 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,안익훈,23LRF, -0.02 , 23 , -0.02 , 0 , 0 ,  , 11 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,이병헌,23삼C, -0.02 , 33 , -0.02 , 0 , 0 ,  , 9 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,이정범,23SDH, -0.02 , 33 , -0.02 , 0 , 0 ,  , 9 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
239,김민혁,23두1B, -0.02 , 36 , -0.02 , 0 , 0 ,  , 12 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
240,정대선,23롯2B, -0.02 , 47 , -0.02 , 0 , 0 ,  , 16 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
241,오재일,23삼1B, -0.02 , 364 , -0.02 , 1 , 0 , 100.0 , 109 , 0.9 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 ,  ,  , 100.0 ,  , 0 , 1 , 3 , 0 , 0 
242,김찬형,23S3B, -0.03 , 53 , -0.03 , 0 , 0 ,  , 21 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 0 , 0 
243,최항,23S1B, -0.03 , 35 , -0.03 , 0 , 0 ,  , 14 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
,류승민,23삼RF, -0.03 , 57 , -0.03 , 0 , 0 ,  , 17 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
245,김인환,23한1B, -0.03 , 365 , -0.03 , 1 , 0 , 100.0 , 112 , 0.9 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 ,  , 100.0 ,  ,  , 0 , 0 , 1 , 0 , 0 
246,박성한,23SSS, -0.03 , 529 , -0.03 , 4 , 1 , 80.0 , 198 , 2.5 , 2 , 4 , 0 , 0 , 0 , 1 , 0 , 0 , 100.0 , 80.0 ,  ,  , 0 , 3 , 11 , 0 , 0 
247,허도환,23LC, -0.04 , 81 , -0.04 , 0 , 0 ,  , 18 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,주성원,23키RF, -0.04 , 72 , -0.04 , 0 , 0 ,  , 17 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 1 , 0 , 0 , 0 
249,김민수,23롯3B, -0.04 , 51 , -0.04 , 0 , 0 ,  , 17 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
250,정준영,23KCF, -0.04 , 55 , -0.04 , 0 , 0 ,  , 26 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 5 , 0 , 0 
251,박영빈,23NDH, -0.04 , 17 , -0.04 , 4 , 2 , 66.7 , 30 , 20.0 , 0 , 4 , 0 , 0 , 1 , 2 , 0 , 0 , 0.0 , 66.7 ,  ,  , 0 , 0 , 3 , 0 , 0 
252,전병우,23키1B, -0.04 , 75 , -0.04 , 0 , 0 ,  , 28 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 0 , 0 
,박정현,23한SS, -0.04 , 113 , -0.04 , 0 , 0 ,  , 30 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
254,손호영,23LSS, -0.04 , 45 , -0.04 , 2 , 1 , 66.7 , 17 , 17.7 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 0 ,  , 100.0 , 0.0 ,  , 0 , 0 , 1 , 0 , 0 
255,김웅빈,23키1B, -0.05 , 74 , -0.05 , 0 , 0 ,  , 22 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
256,김형준,23NC, -0.05 , 82 , -0.05 , 0 , 0 ,  , 20 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 0 , 0 
,손성빈,23롯C, -0.05 , 80 , -0.05 , 0 , 0 ,  , 29 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,김주형,23키SS, -0.05 , 81 , -0.05 , 0 , 0 ,  , 24 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
259,신범수,23KC, -0.05 , 100 , -0.05 , 0 , 0 ,  , 25 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
260,박수종,23키RF, -0.05 , 50 , -0.05 , 0 , 0 ,  , 30 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 0 , 0 
261,김시앙,23키C, -0.06 , 82 , -0.06 , 0 , 0 ,  , 24 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 1 , 1 , 0 , 0 
,한승택,23KC, -0.06 , 104 , -0.06 , 0 , 0 ,  , 32 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 0 , 0 
263,한석현,23NLF, -0.06 , 66 , -0.06 , 2 , 1 , 66.7 , 20 , 15.0 , 1 , 2 , 0 , 0 , 1 , 1 , 0 , 0 , 50.0 , 66.7 ,  ,  , 0 , 1 , 0 , 1 , 0 
264,한준수,23KC, -0.06 , 94 , -0.06 , 0 , 0 ,  , 29 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 1 , 0 
265,조형우,23SC, -0.06 , 133 , -0.06 , 0 , 0 ,  , 39 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 1 
266,안주형,23삼2B, -0.07 , 91 , -0.07 , 0 , 0 ,  , 46 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 1 , 0 , 1 , 0 , 1 
267,김수환,23키1B, -0.08 , 114 , -0.08 , 0 , 0 ,  , 35 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
268,박석민,23N3B, -0.09 , 107 , -0.09 , 0 , 0 ,  , 34 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 0 , 0 
269,박준영,23두3B, -0.09 , 138 , -0.09 , 2 , 1 , 66.7 , 41 , 7.3 , 1 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 100.0 , 66.7 ,  ,  , 1 , 0 , 1 , 0 , 0 
,노수광,23한LF, -0.09 , 94 , -0.09 , 2 , 1 , 66.7 , 35 , 8.6 , 1 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 100.0 , 66.7 ,  ,  , 0 , 1 , 3 , 0 , 0 
271,강진성,23두S1B, -0.09 , 145 , -0.09 , 0 , 0 ,  , 44 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 2 , 0 , 0 
272,박찬혁,23키LF, -0.10 , 167 , -0.10 , 0 , 0 ,  , 54 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 1 , 2 , 0 , 0 
273,안중열,23NC, -0.10 , 177 , -0.10 , 0 , 0 ,  , 53 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 0 , 0 , 0 
274,송성문,23키3B, -0.10 , 438 , -0.10 , 1 , 0 , 100.0 , 162 , 0.6 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 ,  , 100.0 ,  ,  , 0 , 0 , 1 , 0 , 0 
275,이재원,23LLF, -0.11 , 129 , -0.11 , 4 , 2 , 66.7 , 35 , 17.1 , 0 , 3 , 0 , 1 , 1 , 2 , 0 , 0 , 0.0 , 60.0 ,  , 100.0 , 0 , 0 , 3 , 0 , 0 
276,김인태,23두RF, -0.11 , 115 , -0.11 , 2 , 1 , 66.7 , 43 , 7.0 , 0 , 2 , 0 , 0 , 1 , 1 , 0 , 0 , 0.0 , 66.7 ,  ,  , 0 , 0 , 5 , 0 , 0 
277,황대인,23K1B, -0.13 , 199 , -0.13 , 0 , 0 ,  , 55 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 3 , 0 , 0 
278,오지환,23LSS, -0.14 , 502 , -0.14 , 16 , 7 , 69.6 , 186 , 12.4 , 4 , 13 , 3 , 0 , 2 , 5 , 2 , 0 , 66.7 , 72.2 , 60.0 ,  , 0 , 2 , 8 , 0 , 1 
279,박경수,23K2B, -0.14 , 221 , -0.14 , 0 , 0 ,  , 73 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 3 , 0 , 0 
280,김태진,23키3B, -0.15 , 212 , -0.15 , 0 , 0 ,  , 85 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 4 , 0 , 0 
281,김강민,23SCF, -0.15 , 166 , -0.15 , 2 , 1 , 66.7 , 62 , 4.8 , 0 , 2 , 0 , 0 , 1 , 0 , 1 , 0 , 0.0 , 100.0 , 0.0 ,  , 0 , 0 , 0 , 0 , 0 
282,구드럼,23롯3B, -0.16 , 201 , -0.16 , 0 , 0 ,  , 77 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 1 , 0 , 0 
,변우혁,23K1B, -0.16 , 226 , -0.16 , 0 , 0 ,  , 70 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 5 , 0 , 2 
284,이용규,23키LF, -0.16 , 178 , -0.16 , 2 , 1 , 66.7 , 64 , 4.7 , 1 , 2 , 0 , 0 , 0 , 1 , 0 , 0 , 100.0 , 66.7 ,  ,  , 0 , 0 , 3 , 0 , 0 
285,김준완,23키LF, -0.17 , 225 , -0.17 , 0 , 0 ,  , 88 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 4 , 0 , 0 
286,김동헌,23키C, -0.18 , 242 , -0.18 , 0 , 0 ,  , 82 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 3 , 0 , 0 
287,김재환,23두DH, -0.19 , 484 , -0.19 , 3 , 1 , 75.0 , 167 , 2.4 , 2 , 3 , 0 , 0 , 0 , 1 , 0 , 0 , 100.0 , 75.0 ,  ,  , 0 , 0 , 9 , 0 , 0 
288,김민식,23SC, -0.20 , 318 , -0.20 , 0 , 0 ,  , 100 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 1 , 4 , 1 , 1 
289,나성범,23KRF, -0.21 , 253 , -0.21 , 0 , 0 ,  , 98 , 0.0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 ,  ,  ,  ,  , 0 , 0 , 6 , 0 , 0 
290,이상혁,23한CF, -0.22 , 2 , -0.22 , 1 , 1 , 50.0 , 5 , 40.0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 ,  , 50.0 ,  ,  , 0 , 0 , 0 , 1 , 0 
291,강승호,23두2B, -0.22 , 458 , -0.22 , 13 , 6 , 68.4 , 167 , 11.4 , 2 , 11 , 2 , 0 , 5 , 5 , 1 , 0 , 28.6 , 68.8 , 66.7 ,  , 0 , 1 , 8 , 0 , 0 
292,이호연,23K2B, -0.23 , 234 , -0.23 , 4 , 2 , 66.7 , 87 , 6.9 , 2 , 3 , 1 , 0 , 0 , 2 , 0 , 0 , 100.0 , 60.0 , 100.0 ,  , 0 , 0 , 3 , 1 , 2 
293,김민성,23L2B, -0.24 , 316 , -0.24 , 2 , 1 , 66.7 , 100 , 3.0 , 0 , 2 , 0 , 0 , 0 , 1 , 0 , 0 ,  , 66.7 ,  ,  , 0 , 0 , 3 , 0 , 1 
